Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR059458_bin.26	32.79	1.81	Neural Network (Specific Model)	11	0.924	3813	300.7619738751814	671714	0.55	689	196	11534	None
SRR059458_bin.27	92.09	0.05	Neural Network (Specific Model)	11	0.865	142440	370.41339869281046	1570125	0.46	1224	18	294352	None
SRR059458_bin.28	82.26	3.31	Neural Network (Specific Model)	11	0.915	4296	281.7318952234206	1196636	0.32	1298	324	18046	None
SRR059458_bin.29	23.7	0.0	Neural Network (Specific Model)	11	0.878	239484	383.8910891089109	397371	0.4	303	2	239484	None
SRR059458_bin.30	31.65	0.13	Neural Network (Specific Model)	11	0.956	2874	299.7464953271028	803591	0.46	856	293	9027	None
SRR059458_bin.5	33.09	0.39	Neural Network (Specific Model)	11	0.886	16346	344.9312377210216	593674	0.39	509	51	64023	None
SRR059458_bin.6	22.05	0.01	Neural Network (Specific Model)	11	0.923	75811	358.36538461538464	302573	0.39	260	9	83007	None
SRR059458_bin.7	69.75	1.13	Neural Network (Specific Model)	11	0.899	4175	295.07126030624266	1668906	0.48	1698	465	13822	None
SRR059458_bin.8	40.43	0.03	Neural Network (Specific Model)	11	0.915	3062	289.3761589403974	715025	0.45	755	240	11158	None
SRR059458_bin.9	32.84	0.0	Neural Network (Specific Model)	11	0.87	132656	361.06666666666666	858434	0.43	690	11	249635	None
SRR059459_bin.10	85.82	0.82	Neural Network (Specific Model)	11	0.917	4539	300.0700934579439	1258681	0.27	1284	324	19654	None
SRR059459_bin.11	48.32	0.02	Neural Network (Specific Model)	11	0.921	10896	305.78395061728395	482829	0.32	486	68	46220	None
SRR059459_bin.12	11.79	0.0	Neural Network (Specific Model)	11	0.87	2864	265.1158536585366	299282	0.48	328	110	6677	None
SRR059459_bin.13	72.05	0.38	Neural Network (Specific Model)	11	0.9	4372	299.76057176891004	1676157	0.48	1679	450	17913	None
SRR059459_bin.15	8.31	0.73	Neural Network (Specific Model)	11	0.879	5746	326.1658536585366	227867	0.53	205	50	12259	None
SRR059459_bin.18	99.98	0.75	Neural Network (Specific Model)	11	0.909	48389	350.02737332556785	1980449	0.56	1717	60	103831	None
SRR059459_bin.19	80.93	50.1	Neural Network (Specific Model)	11	0.89	5923	325.4897810218978	3002154	0.53	2740	606	26127	None
SRR059459_bin.2	35.06	19.1	Neural Network (Specific Model)	11	0.869	4803	299.71724137931034	1347828	0.52	1305	319	18060	None
SRR059459_bin.20	100.0	92.34	Neural Network (Specific Model)	11	0.939	51002	322.09004934210526	2494338	0.27	2432	86	147104	None
SRR059459_bin.21	32.07	0.02	Neural Network (Specific Model)	11	0.957	2716	298.3418423973363	840503	0.45	901	313	9877	None
SRR059459_bin.22	60.56	0.8	Neural Network (Specific Model)	11	0.875	15880	355.07547169811323	967130	0.42	795	92	70982	None
SRR059459_bin.24	62.01	0.02	Neural Network (Specific Model)	11	0.866	145880	359.5685570710696	1732154	0.43	1393	18	446525	None
SRR059459_bin.25	28.78	0.13	Neural Network (Specific Model)	11	0.857	100048	333.5370705244123	644534	0.41	553	16	167489	None
SRR059459_bin.26	99.78	0.37	Neural Network (Specific Model)	11	0.891	84568	319.16436363636365	1474915	0.39	1375	29	227681	None
SRR059459_bin.27	48.75	0.02	Neural Network (Specific Model)	11	0.891	18682	306.22335766423356	705345	0.37	685	51	32230	None
SRR059459_bin.28	83.68	1.1	Neural Network (Specific Model)	11	0.879	10548	327.4327651515151	1178239	0.43	1056	166	57496	None
SRR059459_bin.3	12.12	0.01	Neural Network (Specific Model)	11	0.922	4153	299.07086614173227	246673	0.53	254	63	10611	None
SRR059459_bin.30	20.54	0.0	Neural Network (Specific Model)	11	0.918	71465	394.7980769230769	268133	0.44	208	6	85136	None
SRR059459_bin.32	23.71	0.0	Neural Network (Specific Model)	11	0.878	239887	382.9703947368421	397774	0.4	304	2	239887	None
SRR059459_bin.5	15.79	0.07	Neural Network (Specific Model)	11	0.955	3515	300.02830188679246	299243	0.56	318	96	7252	None
SRR059459_bin.6	88.07	1.63	Neural Network (Specific Model)	11	0.881	7328	319.0556144067797	2047696	0.39	1888	361	24966	None
SRR059459_bin.7	77.95	2.33	Neural Network (Specific Model)	11	0.922	4382	287.9830028328612	990667	0.32	1059	257	13540	None
SRR059459_bin.9	81.46	0.23	Neural Network (Specific Model)	11	0.88	37282	342.9582542694497	1845926	0.35	1581	77	96312	None
SRR513791_bin.2	45.86	0.02	Neural Network (Specific Model)	11	0.902	32016	298.59178433889605	771627	0.36	779	42	85239	None
SRR8692206_bin.1	25.14	0.0	Neural Network (Specific Model)	11	0.896	272822	325.8495798319328	1296261	0.51	1190	10	406964	None
SRR8692206_bin.10	10.43	0.03	Neural Network (Specific Model)	11	0.882	58401	305.404	259234	0.4	250	5	98055	None
SRR8692206_bin.12	24.88	0.01	Neural Network (Specific Model)	11	0.884	126486	288.97222222222223	387620	0.4	396	7	127241	None
SRR8692206_bin.13	9.82	0.05	Neural Network (Specific Model)	11	0.892	60747	299.883950617284	407190	0.43	405	10	99166	None
SRR8692206_bin.14	89.22	5.45	Neural Network (Specific Model)	11	0.839	7749	260.9549120234604	2540684	0.32	2728	474	30425	None
SRR8692206_bin.18	54.93	0.11	Neural Network (Specific Model)	11	0.895	781933	316.4475668265936	1546386	0.37	1459	5	781933	None
SRR8692206_bin.19	99.99	0.35	Neural Network (Specific Model)	11	0.882	401300	323.9767072525146	2078559	0.39	1889	10	832773	None
SRR8692206_bin.2	12.32	0.01	Neural Network (Specific Model)	11	0.907	85872	360.4074074074074	514081	0.47	432	8	116379	None
SRR8692206_bin.20	43.43	0.72	Neural Network (Specific Model)	11	0.886	189940	318.06457739791074	1132359	0.38	1053	11	229500	None
SRR8692206_bin.21	99.62	0.14	Neural Network (Specific Model)	11	0.899	58227	303.394438722966	1962636	0.35	1942	44	173646	None
SRR8692206_bin.22	9.63	5.55	Neural Network (Specific Model)	11	0.959	287764	364.29457364341084	293338	0.6	258	3	287764	None
SRR8692206_bin.25	40.72	0.22	Neural Network (Specific Model)	11	0.903	2948	242.47368421052633	1955309	0.56	2432	693	9178	None
